seed,sleep
5795,22
5796,34
5797,23
5798,6
5799,30
5800,59
5801,6
5802,56
5803,34
5804,56
5805,12
5806,13
5807,56
5808,57
5809,24
5810,26
5811,24
5812,43
5813,14
5814,36
5815,56
5816,33
5817,5
5818,43
5819,25
5820,14
5821,31
5822,56
5823,6
5824,24
5825,59
5826,16
5827,41
5828,56
5829,56
5830,15
5831,10
5832,31
5833,60
5834,53
5835,37
5836,60
5837,33
5838,60
5839,57
5840,39
5841,46
5842,54
5843,13
5844,31
5845,57
5846,26
5847,13
5848,49
5849,40
5850,28
5851,42
5852,15
5853,57
5854,10
5855,10
5856,20
5857,12
5858,17
5859,35
5860,50
5861,59
5862,46
5863,17
5864,6
5865,55
5866,59
5867,29
5868,26
5869,21
5870,27
5871,42
5872,21
5873,33
5874,38
5875,52
5876,7
5877,24
5878,60
5879,33
5880,32
5881,59
5882,19
5883,53
5884,52
5885,52
5886,35
5887,5
5888,38
5889,57
5890,43
5891,51
5892,30
5893,50
5894,56
5895,59
5896,56
5897,26
5898,18
5899,41
5900,27
5901,23
5902,56
5903,15
5904,16
5905,51
5906,50
5907,22
5908,17
5909,56
5910,12
5911,27
5912,52
5913,29
5914,14
5915,24
5916,56
5917,21
5918,50
5919,44
5920,57
5921,15
5922,60
5923,30
5924,6
5925,47
5926,57
5927,9
5928,57
5929,16
5930,29
5931,31
5932,10
5933,9
5934,48
5935,41
5936,20
5937,39
5938,9
5939,18
5940,25
5941,52
5942,33
5943,40
5944,50
5945,43
5946,55
5947,11
5948,54
5949,15
5950,56
5951,15
5952,54
5953,43
5954,42
5955,43
5956,8
5957,60
5958,33
5959,54
5960,21
5961,18
5962,39
5963,8
5964,36
5965,9
5966,6
5967,46
5968,8
5969,43
5970,17
5971,15
5972,36
5973,53
5974,47
5975,17
5976,38
5977,23
5978,41
5979,52
5980,41
5981,10
5982,14
5983,28
5984,59
5985,39
5986,56
5987,55
5988,5
5989,44
5990,26
5991,46
5992,24
5993,39
5994,55
5995,19
5996,42
5997,24
5998,5
5999,41
6000,31
6001,27
6002,9
6003,26
6004,22
6005,57
6006,54
6007,27
6008,57
6009,11
6010,24
6011,41
6012,14
6013,27
6014,7
6015,51
6016,5
6017,58
6018,46
6019,43
6020,57
6021,30
6022,5
6023,32
6024,19
6025,57
6026,32
6027,41
6028,34
6029,23
6030,57
6031,5
6032,16
6033,49
6034,41
6035,34
6036,39
6037,9
6038,46
6039,54
6040,5
6041,47
6042,7
6043,56
6044,10
6045,13
6046,30
6047,29
6048,43
6049,16
6050,51
6051,19
6052,46
6053,40
6054,11
6055,6
6056,60
6057,7
6058,30
6059,30
6060,57
6061,23
6062,15
6063,58
6064,29
6065,6
6066,47
6067,25
6068,45
6069,31
6070,38
6071,17
6072,37
6073,56
6074,27
6075,43
6076,20
6077,48
6078,7
6079,31
6080,36
6081,37
6082,45
6083,8
6084,58
6085,58
6086,17
6087,26
6088,34
6089,51
6090,16
6091,41
6092,17
6093,18
6094,7
6095,17
6096,12
6097,23
6098,53
6099,25
6100,26
6101,51
6102,24
6103,55
6104,14
6105,16
6106,41
6107,51
6108,31
6109,22
6110,8
6111,29
6112,56
6113,56
6114,12
6115,53
6116,41
6117,55
6118,59
6119,36
6120,15
6121,55
6122,29
6123,55
6124,19
6125,31
6126,53
6127,29
6128,13
6129,40
6130,45
6131,33
6132,44
6133,49
6134,57
6135,28
6136,7
6137,46
6138,44
6139,38
6140,19
6141,18
6142,37
6143,30
6144,36
6145,19
6146,41
6147,51
6148,10
6149,39
6150,12
6151,14
6152,15
6153,24
6154,6
6155,25
6156,12
6157,13
6158,44
6159,45
6160,38
6161,44
6162,55
6163,16
6164,39
6165,31
6166,21
6167,5
6168,53
6169,55
6170,28
6171,13
6172,7
6173,37
6174,18
6175,50
6176,33
6177,47
6178,44
6179,22
6180,54
6181,31
6182,60
6183,54
6184,8
6185,53
6186,20
6187,42
6188,22
6189,17
6190,26
6191,47
6192,11
6193,49
6194,58
6195,22
6196,36
6197,28
6198,58
6199,23
6200,8
6201,21
6202,49
6203,11
6204,27
6205,23
6206,17
6207,26
6208,19
6209,20
6210,58
6211,17
6212,17
6213,48
6214,29
6215,12
6216,39
6217,21
6218,47
6219,15
6220,27
6221,30
6222,6
6223,39
6224,47
6225,7
6226,39
6227,32
6228,48
6229,12
6230,21
6231,56
6232,50
6233,17
6234,37
6235,24
6236,52
6237,10
6238,11
6239,37
6240,32
6241,48
6242,40
6243,27
6244,16
6245,14
6246,56
6247,12
6248,23
6249,51
6250,59
6251,56
6252,52
6253,53
6254,23
6255,16
6256,36
6257,23
6258,20
6259,59
6260,39
6261,42
6262,49
6263,20
6264,9
6265,35
6266,56
6267,17
6268,27
6269,32
6270,22
6271,25
6272,11
6273,55
6274,13
6275,34
6276,57
6277,45
6278,27
6279,37
6280,13
6281,9
6282,54
6283,34
6284,30
6285,54
6286,35
6287,25
6288,57
6289,44
6290,24
6291,35
6292,14
6293,23
6294,7
6295,31
6296,49
6297,56
6298,9
6299,34
6300,42
6301,16
6302,9
6303,53
6304,12
6305,60
6306,30
6307,19
6308,23
6309,45
6310,11
6311,32
6312,45
6313,42
6314,23
6315,39
6316,6
6317,41
6318,8
6319,30
6320,52
6321,31
6322,38
6323,28
6324,19
6325,54
6326,20
6327,15
6328,46
6329,46
6330,11
6331,12
6332,39
6333,43
6334,14
6335,23
6336,27
6337,36
6338,37
6339,20
6340,32
6341,54
6342,14
6343,43
6344,43
6345,16
6346,26
6347,16
6348,53
6349,47
6350,60
6351,6
6352,26
6353,14
6354,11
6355,37
6356,25
6357,43
6358,20
6359,11
6360,52
6361,52
6362,40
6363,11
6364,52
6365,48
6366,35
6367,38
6368,44
6369,49
6370,36
6371,23
6372,26
6373,44
6374,10
6375,18
6376,7
6377,45
6378,30
6379,21
6380,37
6381,50
6382,26
6383,19
6384,42
6385,26
6386,21
6387,51
6388,55
6389,52
6390,49
6391,9
6392,56
6393,58
6394,33
6395,56
6396,13
6397,7
6398,47
6399,11
6400,33
6401,50
6402,22
6403,53
6404,26
6405,21
6406,33
6407,6
6408,26
6409,51
6410,25
6411,45
6412,20
6413,57
6414,27
6415,51
6416,28
6417,27
6418,50
6419,29
6420,17
6421,6
6422,30
6423,45
6424,42
6425,39
6426,24
6427,30
6428,55
6429,43
6430,6
6431,39
6432,59
6433,12
6434,25
6435,6
6436,32
6437,14
6438,10
6439,58
6440,13
6441,8
6442,47
6443,40
6444,23
6445,17
6446,53
6447,46
6448,28
6449,20
6450,41
6451,10
6452,53
6453,19
6454,47
6455,32
6456,25
6457,46
6458,45
6459,49
6460,45
6461,23
6462,6
6463,9
6464,34
6465,22
6466,45
6467,29
6468,18
6469,15
6470,51
6471,33
6472,5
6473,15
6474,60
6475,5
6476,15
6477,41
6478,48
6479,8
6480,10
6481,28
6482,54
6483,8
6484,47
6485,19
6486,60
6487,19
6488,36
6489,21
6490,24
6491,41
6492,55
6493,28
6494,52
6495,46
6496,39
6497,25
6498,46
6499,54
6500,49
6501,36
6502,44
6503,37
6504,57
6505,58
6506,54
6507,8
6508,20
6509,13
6510,52
6511,18
6512,19
6513,11
6514,13
6515,11
6516,7
6517,43
6518,40
6519,10
6520,42
6521,58
6522,51
6523,56
6524,44
6525,32
6526,34
6527,46
6528,33
6529,30
6530,5
6531,52
6532,44
6533,53
6534,45
6535,38
6536,45
6537,25
6538,50
6539,38
6540,18
6541,13
6542,44
6543,24
6544,40
6545,23
6546,48
6547,30
6548,43
6549,38
6550,53
6551,8
6552,34
6553,41
6554,41
6555,20
6556,30
6557,21
6558,40
6559,47
6560,24
6561,52
6562,12
6563,57
6564,25
6565,41
6566,50
6567,21
6568,49
6569,37
6570,22
6571,33
6572,33
6573,11
6574,42
6575,57
6576,24
6577,25
6578,49
6579,9
6580,50
6581,32
6582,60
6583,26
6584,52
6585,5
6586,56
6587,11
6588,58
6589,50
6590,26
6591,58
6592,42
6593,11
6594,40
6595,17
6596,41
6597,48
6598,47
6599,5
6600,6
6601,6
6602,24
6603,52
6604,34
6605,12
6606,38
6607,47
6608,6
6609,36
6610,52
6611,20
6612,22
6613,59
6614,37
6615,24
6616,55
6617,21
6618,17
6619,52
6620,30
6621,43
6622,33
6623,35
6624,24
6625,26
6626,5
6627,53
6628,59
6629,41
6630,54
6631,43
6632,43
6633,54
6634,23
6635,11
6636,26
6637,49
6638,10
6639,14
6640,29
6641,34
6642,21
6643,57
6644,27
6645,22
6646,44
6647,48
6648,52
6649,54
6650,19
6651,50
6652,16
6653,40
6654,34
6655,34
6656,21
6657,35
6658,11
6659,10
6660,48
6661,16
6662,40
6663,8
6664,54
6665,21
6666,28
6667,60
6668,26
6669,28
6670,8
6671,29
6672,47
6673,26
6674,16
6675,23
6676,35
6677,7
6678,39
6679,37
6680,24
6681,25
6682,22
6683,53
6684,44
6685,45
6686,25
6687,9
6688,57
6689,27
6690,58
6691,6
6692,56
6693,33
6694,58
6695,44
6696,16
6697,27
6698,44
6699,23
6700,49
6701,21
6702,36
6703,5
6704,33
6705,15
6706,20
6707,27
6708,19
6709,12
6710,60
6711,46
6712,8
6713,29
6714,33
6715,55
6716,29
6717,46
6718,60
6719,43
6720,58
6721,7
6722,25
6723,6
6724,48
6725,5
6726,34
6727,21
6728,18
6729,49
6730,16
6731,34
6732,11
6733,49
6734,54
6735,52
6736,30
6737,40
6738,8
6739,21
6740,11
6741,13
6742,8
6743,5
6744,21
6745,32
6746,38
6747,47
6748,54
6749,57
6750,42
6751,23
6752,56
6753,9
6754,26
6755,35
6756,42
6757,26
6758,21
6759,26
6760,19
6761,8
6762,52
6763,38
6764,20
6765,33
6766,38
6767,50
6768,6
6769,48
6770,57
6771,29
6772,25
6773,7
6774,38
6775,17
6776,50
6777,52
6778,12
6779,40
6780,20
6781,6
6782,57
6783,51
6784,39
6785,25
6786,14
6787,56
6788,50
6789,20
6790,41
6791,36
6792,39
6793,36
6794,32
6795,16
6796,33
6797,21
6798,16
6799,7
6800,28
6801,48
6802,23
6803,59
6804,59
6805,52
6806,26
6807,45
6808,22
6809,19
6810,30
6811,5
6812,8
6813,59
6814,54
6815,48
6816,11
6817,13
6818,43
6819,26
6820,41
6821,15
6822,6
6823,7
6824,55
6825,39
6826,15
6827,42
6828,14
6829,10
6830,13
6831,14
6832,40
6833,16
6834,31
6835,29
6836,6
6837,28
6838,23
6839,27
6840,54
6841,41
6842,53
6843,6
6844,20
6845,42
6846,5
6847,28
6848,54
6849,54
6850,28
6851,26
6852,10
6853,41
6854,48
6855,48
6856,28
6857,28
6858,9
6859,31
6860,17
6861,28
6862,41
6863,21
6864,56
6865,14
6866,18
6867,58
6868,38
6869,16
6870,43
6871,13
6872,57
6873,37
6874,55
6875,12
6876,25
6877,42
6878,42
6879,40
6880,45
6881,44
6882,11
6883,44
6884,15
6885,27
6886,21
6887,34
6888,21
6889,33
6890,16
6891,30
6892,31
6893,28
6894,11
6895,25
6896,14
6897,21
6898,59
6899,55
6900,16
6901,26
6902,33
6903,54
6904,10
6905,28
6906,55
6907,28
6908,22
6909,60
6910,47
6911,27
6912,57
6913,14
6914,31
6915,18
6916,17
6917,15
6918,42
6919,34
6920,43
6921,32
6922,47
6923,55
6924,42
6925,50
6926,20
6927,53
6928,5
6929,28
6930,13
6931,6
6932,33
6933,31
6934,41
6935,56
6936,11
6937,58
6938,8
6939,29
6940,23
6941,44
6942,49
6943,17
6944,32
6945,5
6946,60
6947,50
6948,44
6949,19
6950,30
6951,44
6952,36
6953,58
6954,36
6955,43
6956,32
6957,30
6958,30
6959,8
6960,24
6961,16
6962,15
6963,60
6964,58
6965,25
6966,12
6967,37
6968,44
6969,33
6970,15
6971,41
6972,60
6973,29
6974,19
6975,50
6976,13
6977,21
6978,6
6979,34
6980,55
6981,54
6982,25
6983,35
6984,60
6985,27
6986,37
6987,53
6988,19
6989,24
6990,41
6991,58
6992,6
6993,36
6994,49
6995,13
6996,22
6997,18
6998,28
6999,5
7000,60
7001,23
7002,44
7003,32
7004,51
7005,19
7006,5
7007,19
7008,59
7009,55
7010,43
7011,29
7012,13
7013,60
7014,21
7015,51
7016,45
7017,41
7018,56
7019,40
7020,17
7021,54
7022,13
7023,29
7024,41
7025,57
7026,47
7027,60
7028,52
7029,35
7030,28
7031,60
7032,57
7033,48
7034,35
7035,44
7036,50
7037,56
7038,13
7039,6
7040,52
7041,43
7042,30
7043,47
7044,57
7045,32
7046,27
7047,24
7048,56
7049,14
7050,23
7051,36
7052,21
7053,30
7054,50
7055,43
7056,20
7057,55
7058,58
7059,34
7060,56
7061,17
7062,49
7063,16
7064,36
7065,53
7066,34
7067,7
7068,52
7069,58
7070,52
7071,31
7072,17
7073,38
7074,23
7075,49
7076,60
7077,32
7078,11
7079,24
7080,22
7081,15
7082,14
7083,53
7084,18
7085,24
7086,13
7087,15
7088,27
7089,18
7090,60
7091,41
7092,42
7093,56
7094,15
7095,8
7096,11
7097,13
7098,21
7099,41
7100,23
7101,23
7102,16
7103,8
7104,22
7105,41
7106,58
7107,28
7108,11
7109,31
7110,21
7111,26
7112,50
7113,43
7114,40
7115,38
7116,45
7117,21
7118,59
7119,11
7120,40
7121,40
7122,56
7123,8
7124,6
7125,26
7126,51
7127,32
7128,43
7129,35
7130,55
7131,25
7132,47
7133,42
7134,56
7135,19
7136,12
7137,32
7138,31
7139,47
7140,10
7141,42
7142,60
7143,21
7144,60
7145,54
7146,39
7147,27
7148,51
7149,56
7150,14
7151,7
7152,5
7153,13
7154,29
7155,57
7156,28
7157,56
7158,6
7159,28
7160,56
7161,26
7162,38
7163,42
7164,58
7165,58
7166,56
7167,42
7168,30
7169,39
7170,50
7171,12
7172,11
7173,44
7174,40
7175,17
7176,18
7177,25
7178,46
7179,40
7180,30
7181,14
7182,7
7183,10
7184,7
7185,45
7186,27
7187,18
7188,31
7189,41
7190,49
7191,46
7192,12
7193,31
7194,18
7195,26
7196,10
7197,11
7198,51
7199,53
7200,55
7201,13
7202,22
7203,20
7204,47
7205,52
7206,15
7207,18
7208,59
7209,29
7210,32
7211,17
7212,59
7213,18
7214,5
7215,38
7216,22
7217,31
7218,50
7219,55
7220,18
7221,37
7222,11
7223,56
7224,53
7225,44
7226,28
7227,59
7228,45
7229,60
7230,26
7231,21
7232,37
7233,19
7234,36
7235,42
7236,18
7237,41
7238,8
7239,41
7240,47
7241,11
7242,21
7243,32
7244,46
7245,11
7246,55
7247,7
7248,11
7249,25
7250,26
7251,12
7252,44
7253,23
7254,11
7255,20
7256,60
7257,55
7258,24
7259,55
7260,41
7261,9
7262,11
7263,30
7264,35
7265,14
7266,25
7267,19
7268,13
7269,20
7270,13
7271,7
7272,50
7273,41
7274,8
7275,34
7276,35
7277,40
7278,40
7279,20
7280,32
7281,60
7282,20
7283,18
7284,44
7285,57
7286,11
7287,26
7288,16
7289,50
7290,23
7291,11
7292,33
7293,33
7294,17
7295,46
7296,35
7297,21
7298,55
7299,35
7300,17
7301,56
7302,33
7303,47
7304,15
7305,43
7306,18
7307,58
7308,41
7309,30
7310,27
7311,32
7312,21
7313,29
7314,15
7315,13
7316,51
7317,43
7318,39
7319,36
7320,12
7321,56
7322,20
7323,43
7324,27
7325,48
7326,59
7327,41
7328,22
7329,5
7330,24
7331,33
7332,60
7333,18
7334,30
7335,19
7336,23
7337,42
7338,25
7339,6
7340,28
7341,57
7342,7
7343,32
7344,51
7345,53
7346,6
7347,41
7348,55
7349,45
7350,40
7351,55
7352,6
7353,52
7354,8
7355,8
7356,31
7357,44
7358,24
7359,33
7360,26
7361,46
7362,6
7363,40
7364,29
7365,11
7366,31
7367,22
7368,55
7369,52
7370,7
7371,56
7372,26
7373,7
7374,8
7375,27
7376,46
7377,56
7378,48
7379,53
7380,47
7381,12
7382,44
7383,49
7384,52
7385,60
7386,5
7387,45
7388,38
7389,45
7390,11
7391,58
7392,41
7393,53
7394,39
7395,7
7396,18
7397,42
7398,42
7399,31
7400,57
7401,22
7402,11
7403,11
7404,16
7405,12
7406,60
7407,14
7408,40
7409,20
7410,19
7411,35
7412,43
7413,21
7414,30
7415,18
7416,8
7417,38
7418,38
7419,36
7420,59
7421,9
7422,60
7423,19
7424,13
7425,30
7426,49
7427,47
7428,34
7429,9
7430,20
7431,19
7432,60
7433,53
7434,12
7435,14
7436,32
7437,60
7438,48
7439,36
7440,31
7441,21
7442,43
7443,56
7444,17
7445,40
7446,7
7447,40
7448,49
7449,47
7450,29
7451,14
7452,49
7453,36
7454,52
7455,41
7456,56
7457,13
7458,8
7459,24
7460,29
7461,42
7462,35
7463,47
7464,34
7465,43
7466,52
7467,56
7468,31
7469,26
7470,54
7471,45
7472,60
7473,39
7474,19
7475,58
7476,9
7477,24
7478,60
7479,39
7480,37
7481,20
7482,26
7483,57
7484,51
7485,24
7486,20
7487,60
7488,37
7489,32
7490,22
7491,23
7492,55
7493,29
7494,25
7495,52
7496,25
7497,58
7498,58
7499,18
7500,58
7501,11
7502,24
7503,24
7504,17
7505,11
7506,20
7507,31
7508,39
7509,15
7510,25
7511,18
7512,31
7513,55
7514,34
7515,60
7516,59
7517,20
7518,22
7519,38
7520,28
7521,30
7522,60
7523,9
7524,42
7525,35
7526,33
7527,48
7528,11
7529,15
7530,45
7531,12
7532,56
7533,38
7534,56
7535,22
7536,21
7537,5
7538,29
7539,30
7540,17
7541,6
7542,43
7543,15
7544,55
7545,8
7546,31
7547,32
7548,26
7549,32
7550,56
7551,51
7552,29
7553,7
7554,22
7555,35
7556,47
7557,41
7558,42
7559,5
7560,10
7561,7
7562,14
7563,44
7564,40
7565,20
7566,15
7567,60
7568,51
7569,26
7570,32
7571,13
7572,37
7573,23
7574,53
7575,36
7576,20
7577,45
7578,9
7579,22
7580,14
7581,44
7582,17
7583,20
7584,13
7585,5
7586,50
7587,6
7588,33
7589,22
7590,24
7591,51
7592,38
7593,6
7594,29
7595,34
7596,56
7597,44
7598,54
7599,46
7600,15
7601,7
7602,15
7603,46
7604,60
7605,5
7606,38
7607,30
7608,27
7609,10
7610,60
7611,25
7612,6
7613,48
7614,34
7615,51
7616,37
7617,19
7618,21
7619,29
7620,8
7621,32
7622,60
7623,33
7624,36
7625,15
7626,58
7627,18
7628,45
7629,12
7630,60
7631,39
7632,38
7633,11
7634,38
7635,18
7636,45
7637,54
7638,50
7639,59
7640,52
7641,59
7642,40
7643,30
7644,25
7645,22
7646,19
7647,52
7648,43
7649,8
7650,25
7651,48
7652,22
7653,10
7654,50
7655,56
7656,43
7657,42
7658,58
7659,56
7660,16
7661,11
7662,34
7663,54
7664,6
7665,35
7666,27
7667,21
7668,32
7669,16
7670,7
7671,50
7672,38
7673,16
7674,59
7675,15
7676,32
7677,52
7678,50
7679,50
7680,54
7681,60
7682,51
7683,17
7684,24
7685,43
7686,39
7687,42
7688,8
7689,8
7690,19
7691,6
7692,41
7693,54
7694,59
7695,47
7696,53
7697,28
7698,56
7699,21
7700,34
7701,56
7702,51
7703,44
7704,23
7705,22
7706,38
7707,26
7708,28
7709,13
7710,9
7711,46
7712,33
7713,39
7714,12
7715,57
7716,51
7717,11
7718,14
7719,15
7720,26
7721,31
7722,18
7723,39
7724,21
7725,51
7726,27
7727,45
7728,27
7729,21
7730,37
7731,60
7732,52
7733,5
7734,38
7735,56
7736,9
7737,47
7738,31
7739,47
7740,12
7741,41
7742,57
7743,50
7744,31
7745,34
7746,55
7747,9
7748,52
7749,11
7750,51
7751,34
7752,58
7753,45
7754,14
7755,29
7756,52
7757,16
7758,31
7759,60
7760,40
7761,7
7762,27
7763,32
7764,22
7765,23
7766,14
7767,10
7768,45
7769,41
7770,33
7771,39
7772,25
7773,56
7774,43
7775,17
7776,40
7777,47
7778,55
7779,47
7780,47
7781,7
7782,58
7783,19
7784,33
7785,52
7786,51
7787,45
7788,37
7789,31
7790,13
7791,40
7792,39
7793,7
7794,51
7795,17
7796,23
7797,40
7798,18
7799,21
7800,8
7801,37
7802,28
7803,49
7804,51
7805,23
7806,29
7807,13
7808,7
7809,17
7810,44
7811,24
7812,58
7813,18
7814,33
7815,23
7816,5
7817,7
7818,32
7819,32
7820,40
7821,49
7822,5
7823,49
7824,15
7825,48
7826,11
7827,28
7828,31
7829,19
7830,60
7831,53
7832,22
7833,54
7834,30
7835,37
7836,27
7837,41
7838,14
7839,51
7840,10
7841,25
7842,18
7843,47
7844,7
7845,30
7846,60
7847,53
7848,29
7849,22
7850,26
7851,17
7852,37
7853,50
7854,53
7855,20
7856,41
7857,42
7858,41
7859,7
7860,55
7861,36
7862,55
7863,20
7864,18
7865,22
7866,15
7867,60
7868,16
7869,33
7870,19
7871,7
7872,10
7873,19
7874,30
7875,30
7876,32
7877,45
7878,53
7879,6
7880,14
7881,44
7882,23
7883,50
7884,56
7885,24
7886,46
7887,7
7888,41
7889,18
7890,24
7891,36
7892,29
7893,12
7894,44
7895,48
7896,56
7897,49
7898,27
7899,10
7900,47
7901,34
7902,28
7903,19
7904,44
7905,42
7906,7
7907,55
7908,11
7909,27
7910,47
7911,34
7912,59
7913,17
7914,24
7915,23
7916,52
7917,11
7918,54
7919,5
7920,9
7921,59
7922,47
7923,43
7924,32
7925,60
7926,17
7927,36
7928,18
7929,36
7930,57
7931,40
7932,48
7933,51
7934,30
7935,38
7936,35
7937,15
7938,14
7939,5
7940,38
7941,34
7942,9
7943,60
7944,31
7945,45
7946,49
7947,25
7948,51
7949,16
7950,10
7951,41
7952,54
7953,44
7954,26
7955,34
7956,44
7957,17
7958,50
7959,36
7960,48
7961,55
7962,31
7963,8
7964,15
7965,21
7966,23
7967,39
7968,23
7969,59
7970,47
7971,32
7972,54
7973,42
7974,5
7975,46
7976,36
7977,9
7978,35
7979,23
7980,51
7981,34
7982,48
7983,40
7984,28
7985,35
7986,44
7987,9
7988,46
7989,24
7990,18
7991,53
7992,31
7993,34
7994,27
7995,33
7996,46
7997,14
7998,54
7999,49
8000,35
8001,28
8002,9
8003,21
8004,46
8005,41
8006,18
8007,42
8008,13
8009,47
8010,38
8011,23
8012,46
8013,10
8014,16
8015,51
8016,5
8017,60
8018,40
8019,42
8020,51
8021,54
8022,48
8023,49
8024,39
8025,34
8026,56
8027,40
8028,35
8029,22
8030,16
8031,5
8032,57
8033,46
8034,32
8035,27
8036,24
8037,32
8038,8
8039,49
8040,7
8041,7
8042,20
8043,32
8044,54
8045,46
8046,10
8047,7
8048,29
8049,35
8050,43
8051,18
8052,12
8053,22
8054,6
8055,16
8056,35
8057,43
8058,8
8059,9
8060,6
8061,21
8062,14
8063,33
8064,53
8065,15
8066,57
8067,18
8068,20
8069,46
8070,19
8071,39
8072,47
8073,6
8074,8
8075,56
8076,33
8077,36
8078,26
8079,14
8080,46
8081,9
8082,8
8083,60
8084,47
8085,43
8086,8
8087,8
8088,45
8089,19
8090,60
8091,30
8092,54
8093,54
8094,21
8095,55
8096,5
8097,36
8098,21
8099,56
8100,11
8101,40
8102,14
8103,10
8104,28
8105,51
8106,25
8107,45
8108,38
8109,59
8110,46
8111,17
8112,59
8113,39
8114,48
8115,44
8116,56
8117,44
8118,55
8119,18
8120,40
8121,37
8122,24
8123,38
8124,20
8125,15
8126,16
8127,27
8128,9
8129,11
8130,23
8131,31
8132,32
8133,37
8134,21
8135,38
8136,14
8137,12
8138,28
8139,30
8140,12
8141,57
8142,16
8143,57
8144,8
8145,31
8146,40
8147,6
8148,41
8149,22
8150,47
8151,52
8152,41
8153,51
8154,25
8155,20
8156,53
8157,6
8158,8
8159,7
8160,6
8161,19
8162,55
8163,57
8164,25
8165,12
8166,45
8167,52
8168,57
8169,46
8170,49
8171,10
8172,23
8173,21
8174,34
8175,8
8176,53
8177,11
8178,32
8179,19
8180,21
8181,22
8182,54
8183,42
8184,43
8185,51
8186,48
8187,52
8188,12
8189,13
8190,39
8191,12
8192,28
8193,28
8194,55
8195,22
8196,28
8197,8
8198,9
8199,31
8200,23
8201,56
8202,28
8203,22
8204,60
8205,5
8206,13
8207,36
8208,26
8209,19
8210,18
8211,9
8212,32
8213,27
8214,39
8215,47
8216,9
8217,15
8218,16
8219,45
8220,44
8221,19
8222,58
8223,40
8224,10
8225,23
8226,50
8227,37
8228,53
8229,54
8230,29
8231,8
8232,45
8233,27
8234,18
8235,34
8236,42
8237,41
8238,17
8239,34
8240,37
8241,11
8242,33
8243,17
8244,27
8245,60
8246,43
8247,25
8248,26
8249,50
8250,49
8251,58
8252,43
8253,44
8254,60
8255,55
8256,6
8257,57
8258,32
8259,53
8260,46
8261,51
8262,11
8263,25
8264,29
8265,32
8266,28
8267,20
8268,13
8269,59
8270,28
8271,29
8272,29
8273,50
8274,40
8275,23
8276,50
8277,57
8278,49
8279,47
8280,17
8281,55
8282,18
8283,9
8284,56
8285,29
8286,58
8287,18
8288,16
8289,17
8290,8
8291,26
8292,56
8293,59
8294,29
8295,46
8296,9
8297,59
8298,11
8299,55
8300,43
8301,40
8302,44
8303,7
8304,28
8305,14
8306,15
8307,27
8308,34
8309,31
8310,26
8311,24
8312,54
8313,23
8314,25
8315,32
8316,52
8317,15
8318,33
8319,48
8320,13
8321,47
8322,34
8323,13
8324,31
8325,39
8326,45
8327,27
8328,25
8329,12
8330,6
8331,50
8332,14
8333,49
8334,27
8335,25
8336,47
8337,18
8338,12
8339,50
8340,23
8341,28
8342,44
8343,8
8344,11
8345,49
8346,33
8347,60
8348,45
8349,40
8350,60
8351,45
8352,44
8353,19
8354,6
8355,34
8356,35
8357,9
8358,20
8359,9
8360,18
8361,18
8362,46
8363,55
8364,43
8365,17
8366,27
8367,28
8368,5
8369,24
8370,49
8371,22
8372,59
8373,48
8374,5
8375,26
8376,44
8377,8
8378,27
8379,15
8380,31
8381,10
8382,51
8383,47
8384,32
8385,40
8386,49
8387,14
8388,47
8389,34
8390,35
8391,39
8392,47
8393,46
8394,25
8395,5
8396,28
8397,6
8398,10
8399,34
8400,36
8401,50
8402,5
8403,20
8404,38
8405,8
8406,48
8407,11
8408,29
8409,11
8410,31
8411,13
8412,59
8413,35
8414,41
8415,41
8416,24
8417,41
8418,29
8419,5
8420,60
8421,60
8422,39
8423,7
8424,41
8425,18
8426,15
8427,43
8428,16
8429,34
8430,16
8431,33
8432,17
8433,5
8434,37
8435,54
8436,7
8437,37
8438,35
8439,36
8440,29
8441,22
8442,58
8443,46
8444,53
8445,57
8446,34
8447,26
8448,44
8449,44
8450,39
8451,46
8452,45
8453,11
8454,53
8455,15
8456,41
8457,48
8458,46
8459,51
8460,46
8461,7
8462,33
8463,36
8464,35
8465,22
8466,32
8467,19
8468,53
8469,55
8470,7
8471,7
8472,51
8473,52
8474,25
8475,29
8476,36
8477,20
8478,43
8479,42
8480,6
8481,39
8482,45
8483,17
8484,41
8485,54
8486,26
8487,17
8488,49
8489,14
8490,55
8491,23
8492,39
8493,39
8494,49
8495,16
8496,32
8497,60
8498,44
8499,11
8500,49
8501,21
8502,29
8503,18
8504,9
8505,44
8506,28
8507,57
8508,30
8509,14
8510,54
8511,56
8512,48
8513,59
8514,31
8515,56
8516,39
8517,36
8518,11
8519,21
8520,32
8521,27
8522,55
8523,59
8524,28
8525,58
8526,54
8527,30
8528,27
8529,57
8530,53
8531,31
8532,47
8533,21
8534,5
8535,18
8536,34
8537,28
8538,18
8539,10
8540,25
8541,5
8542,29
8543,60
8544,31
8545,18
8546,42
8547,32
8548,20
8549,46
8550,45
8551,51
8552,49
8553,46
8554,47
8555,31
8556,25
8557,12
8558,6
8559,18
8560,45
8561,24
8562,9
8563,18
8564,24
8565,10
8566,18
8567,15
8568,20
8569,41
8570,49
8571,54
8572,32
8573,45
8574,25
8575,23
8576,57
8577,15
8578,20
8579,46
8580,38
8581,36
8582,5
8583,53
8584,13
8585,36
8586,46
8587,44
8588,9
8589,5
8590,24
8591,58
8592,33
